-0.03374864	-0.04053941	-0.04575854	-0.042893548	-0.039802715	0.018285451	-0.041806895	0.010592888	0.039169736	-0.01954677	-0.047066987	0.0022712369	-0.0027320434	0.04296989	-0.0040092277	0.01798368
0.067196906	-0.046793196	-0.06001662	0.07283257	0.010044778	-0.055288922	0.032408632	0.0021481272	0.051140815	0.044649374	0.10134337	0.059709422	0.055364296	0.014688865	0.17416562	0.07359969
0.052116215	-0.10129423	-0.119017236	0.12541413	0.005454839	-0.03449961	0.057491507	0.013813241	0.10945973	0.09337659	0.08394248	0.18875524	0.11231881	0.053198144	0.33616245	0.03325503
-0.20359825	0.19474481	0.2548075	-0.23839533	-0.17724472	-0.22101244	-0.25169167	-0.15531766	-0.2977833	-0.2802103	-0.17200367	-0.21425311	-0.24233785	-0.27267823	0.09421961	-0.25702965
0.020324003	0.040344786	-0.0547525	-0.047672626	-0.11545474	-0.060050976	-0.041855574	-0.082704864	-0.017860157	-0.025507955	-0.022556357	0.047200073	-0.005131901	0.009478575	0.23102602	-0.007694733
0.0735517	-0.031792037	-0.106772885	0.092740126	0.028781852	0.0460371	0.103719525	0.02197707	0.09212868	0.0955018	0.026255194	0.083515905	0.022226915	0.07120662	0.14620748	0.11156403
-0.2230303	0.26349702	0.1275081	-0.18784368	-0.12941898	-0.2218075	-0.24894336	-0.22082874	-0.26779175	-0.1624993	-0.20420218	-0.13805991	-0.19727853	-0.17816918	0.08411641	-0.21710378
0.03752335	0.013402094	-0.032881822	0.047621954	-0.04085066	-0.054804467	-0.004545964	0.007815705	0.04270231	0.04538642	-0.0025533189	0.09750549	0.08620702	0.060135636	0.21764241	-0.016698213
-0.16093521	0.2309529	0.16537054	-0.17574637	-0.17151694	-0.18857555	-0.16672161	-0.13047403	-0.2135352	-0.21650463	-0.12924962	-0.13324149	-0.18925284	-0.19069055	0.18558325	-0.15754206
-0.02840467	0.011963318	0.062634856	-0.014866944	0.03143979	-0.01569189	0.033235062	0.008379063	0.048415065	-0.025361191	-0.042426445	-0.07466921	-0.0077373944	-0.00072898983	-0.15678221	0.038083278
-0.20906822	0.23576258	0.17922027	-0.2248223	-0.2103017	-0.23418903	-0.24850066	-0.1749741	-0.24763373	-0.18207167	-0.2059866	-0.18254143	-0.25012767	-0.24966674	0.13363579	-0.21650344
0.072186515	-0.017688965	-0.01925225	0.023597443	-0.010395835	0.011533199	-0.0046713073	0.01912388	0.031206297	0.09533144	0.05770253	0.0613315	0.05302366	0.07798496	-0.035914786	0.07548572
-0.09769579	0.1698309	0.15230583	-0.07632802	-0.04346539	-0.08405012	-0.17515773	-0.06714195	-0.14216706	-0.10836299	-0.124173716	-0.11450345	-0.14653203	-0.15451898	0.0233361	-0.1380971
0.21130385	-0.19966902	-0.13767985	0.15653016	0.13308637	0.10013181	0.19771324	0.14869227	0.20085052	0.21905857	0.17442067	0.2342832	0.17516924	0.18212657	0.03804326	0.1995607
0.07592034	-0.022300981	-0.07311228	0.024440102	0.07385339	0.04405945	0.017257582	0.01580362	0.06053874	0.04529296	0.09541757	0.036958862	0.025790691	0.020777293	0.09518297	0.04353558
-0.040375765	-0.0027191977	-0.045968305	0.042440604	-0.028366191	-0.015422822	-0.00583551	-0.024082303	0.028746523	0.010509231	-0.009704827	0.033947863	0.02776201	-0.032647543	0.084154174	-0.026599491
0.08826458	-0.04175702	-0.11154056	0.016429394	0.04483964	0.0027744132	0.09252958	0.04810399	0.012261743	0.10184726	0.029540064	0.043982334	0.0726901	0.014093466	0.18884586	0.08871115
-0.00675428	0.033651814	-0.024475226	0.015770996	-0.046627328	0.021930914	-0.018348377	0.021385211	-0.055572677	-0.07311659	0.015789693	-0.04859842	-0.09290558	-0.0649261	0.14885284	-0.040902674
0.0037169508	0.013723758	-0.018084195	-0.0076793837	-0.031396713	0.03353504	-0.004205103	0.018642563	0.047790557	-0.03144612	0.00054103596	0.020203177	0.044848386	-0.050863214	-0.07363818	-0.0037552684
-0.08913799	0.06386982	0.13233675	-0.08029597	-0.029398894	-0.04099015	-0.11780581	-0.026907707	-0.09154839	-0.1315194	-0.0665782	-0.07263362	-0.08322075	-0.14213167	-0.088009775	-0.10088368
-0.016919576	0.09275061	0.06762233	-0.07237146	-0.014277747	-0.008177623	-0.06837118	-0.010299927	-0.017957406	-0.018934233	-0.06641327	-0.1243597	-0.06942035	-0.09299185	-0.16692406	-0.0703624
-0.0042687985	-0.0032906784	-0.053873852	-0.013070155	-0.033329975	-0.03328045	0.016770782	-0.058609538	-0.051174875	-0.03801566	-0.0072480384	0.016768187	0.02958871	0.030570371	0.10281917	-0.0032871016
